1627210841991,0,138.4,75.5,169.5,101.6,153.9,88.6,3,0.7452
1627210826159,0,431.8,126.4,456.3,143.3,444.0,134.9,3,0.8348
1627210827565,0,283.7,159.1,324.5,182.1,304.1,170.6,3,0.9173
1627210839362,0,138.7,76.3,170.6,101.8,154.6,89.1,3,0.8466
1627210843309,0,155.7,90.6,173.2,105.2,164.4,97.9,3,0.9405
1627210843309,1,617.2,94.1,675.9,132.4,646.6,113.2,8,0.8287
1627210844641,0,159.7,94.9,177.1,109.4,168.4,102.2,3,0.9245
1627210844641,1,553.9,79.8,602.3,112.2,578.1,96.0,3,0.759
1627210845993,0,166.2,100.8,185.4,116.2,175.8,108.5,3,0.9604
1627210845993,1,500.0,70.3,538.9,97.3,519.5,83.8,3,0.8778
1627210847308,0,176.9,109.1,198.3,126.5,187.6,117.8,3,0.9772
1627210847308,1,450.6,63.0,483.0,85.5,466.8,74.2,3,0.9146
1627210848641,0,189.8,119.7,214.4,139.1,202.1,129.4,3,0.9761
1627210848641,1,140.8,82.1,173.6,103.5,157.2,92.8,3,0.841
1627210849957,0,209.6,135.7,236.9,158.7,223.2,147.2,3,0.9724
1627210849957,1,159.2,88.1,182.7,108.0,170.9,98.1,3,0.8265
1627210851310,0,169.1,92.7,192.1,114.8,180.6,103.8,3,0.9369
1627210851310,1,235.0,161.3,271.3,190.9,253.1,176.1,3,0.9321
1627210852592,0,278.1,207.6,328.4,254.8,303.2,231.2,3,0.9748
1627210852592,1,178.4,100.5,202.5,126.1,190.4,113.3,3,0.8862
1627210852592,2,154.6,87.4,171.6,98.9,163.1,93.2,3,0.7151
1627210853996,0,189.1,111.8,218.9,142.0,204.0,126.9,3,0.9201
1627210853996,1,363.1,310.9,450.7,399.3,406.9,355.1,3,0.827
1627210855313,0,209.3,134.5,242.1,170.1,225.7,152.3,3,0.9616
1627210856759,0,228.0,161.6,268.0,211.1,248.0,186.4,3,0.9346
1627210858107,0,155.3,87.0,171.3,102.6,163.3,94.8,3,0.8823
1627210858107,1,257.3,216.2,316.1,288.3,286.7,252.2,3,0.7781
1627210859392,0,158.2,92.8,177.7,108.6,167.9,100.7,3,0.9777
1627210859392,1,313.6,320.1,418.2,455.0,365.9,387.5,8,0.8824
1627210860714,0,168.9,101.0,190.2,117.8,179.5,109.4,3,0.9805
1627210862109,0,183.5,115.0,209.1,133.7,196.3,124.3,3,0.984
1627210863391,0,206.7,135.4,235.2,159.5,220.9,147.4,3,0.9832
1627210864712,0,236.0,168.1,277.3,201.9,256.6,185.0,3,0.9902
1627210866076,0,291.2,237.9,351.5,293.9,321.4,265.9,3,0.9054
1627210870040,0,541.8,286.9,601.7,345.0,571.8,316.0,3,0.9549
1627210870040,1,714.7,120.8,734.4,139.9,724.6,130.4,3,0.7635
1627210871357,0,625.2,191.1,659.8,219.7,642.5,205.4,3,0.9575
1627210871357,1,731.5,109.8,749.6,126.1,740.5,117.9,3,0.7578
1627210948756,0,662.5,85.2,869.0,164.3,765.8,124.8,6,0.7031
1627211011186,0,416.0,130.1,442.2,146.8,429.1,138.5,3,0.9037
1627211011186,1,545.7,289.9,603.9,349.3,574.8,319.6,3,0.8783
